Scratch-Off Prizes as of 03/18/2012
Game Number, Game Name, Game Close Date, Ticket Price, Prize Level, Total Prizes in Level, Prizes Claimed
1378,Instant Cash Five,05/30/2012,1,1,968241,803307
1378,Instant Cash Five,05/30/2012,1,2,899137,765021
1378,Instant Cash Five,05/30/2012,1,4,138258,119935
1378,Instant Cash Five,05/30/2012,1,5,103739,89412
1378,Instant Cash Five,05/30/2012,1,10,69158,60258
1378,Instant Cash Five,05/30/2012,1,25,34567,30642
1378,Instant Cash Five,05/30/2012,1,50,6219,5385
1378,Instant Cash Five,05/30/2012,1,100,2603,2287
1378,Instant Cash Five,05/30/2012,1,3000,87,78
1378,Instant Cash Five,05/30/2012,1,TOTAL,3950959,3294470
1379,Gold Class,,1,1,1363094,1019062
1379,Gold Class,,1,2,795284,618772
1379,Gold Class,,1,4,284052,227634
1379,Gold Class,,1,6,75680,61459
1379,Gold Class,,1,10,75715,62206
1379,Gold Class,,1,30,17313,14556
1379,Gold Class,,1,50,5702,4779
1379,Gold Class,,1,100,1422,1200
1379,Gold Class,,1,500,477,400
1379,Gold Class,,1,1000,192,154
1379,Gold Class,,1,5000,28,22
1379,Gold Class,,1,TOTAL,2618959,2010244
1380,Groovy Cash,,5,5,164206,132013
1380,Groovy Cash,,5,6,944075,764893
1380,Groovy Cash,,5,9,328485,269764
1380,Groovy Cash,,5,10,164206,133817
1380,Groovy Cash,,5,15,164206,135858
1380,Groovy Cash,,5,40,82103,68441
1380,Groovy Cash,,5,50,25692,21096
1380,Groovy Cash,,5,100,20535,16978
1380,Groovy Cash,,5,250,620,521
1380,Groovy Cash,,5,500,260,202
1380,Groovy Cash,,5,750,103,83
1380,Groovy Cash,,5,1000,51,41
1380,Groovy Cash,,5,50000,7,6
1380,Groovy Cash,,5,TOTAL,1894549,1543713
1381,Money Multiplier,,5,5,739917,541934
1381,Money Multiplier,,5,10,657850,485591
1381,Money Multiplier,,5,20,246566,183733
1381,Money Multiplier,,5,50,72330,54320
1381,Money Multiplier,,5,100,12864,9615
1381,Money Multiplier,,5,500,824,625
1381,Money Multiplier,,5,2000,68,48
1381,Money Multiplier,,5,50000,6,5
1381,Money Multiplier,,5,TOTAL,1730425,1275871
1382,Happy Hearts Cash,,2,2,405398,307590
1382,Happy Hearts Cash,,2,4,466112,361690
1382,Happy Hearts Cash,,2,5,60796,47524
1382,Happy Hearts Cash,,2,10,70960,56591
1382,Happy Hearts Cash,,2,20,30389,24505
1382,Happy Hearts Cash,,2,50,33757,27518
1382,Happy Hearts Cash,,2,100,4682,3780
1382,Happy Hearts Cash,,2,1000,34,26
1382,Happy Hearts Cash,,2,20000,5,4
1382,Happy Hearts Cash,,2,TOTAL,1072133,829228
1383,Loteria Texas,,3,3,2097070,1082804
1383,Loteria Texas,,3,4,493295,255281
1383,Loteria Texas,,3,7,431765,232624
1383,Loteria Texas,,3,10,277580,147466
1383,Loteria Texas,,3,17,246615,135150
1383,Loteria Texas,,3,20,246646,132965
1383,Loteria Texas,,3,30,25699,14103
1383,Loteria Texas,,3,33,12863,7144
1383,Loteria Texas,,3,50,12169,6665
1383,Loteria Texas,,3,80,10257,5702
1383,Loteria Texas,,3,300,7717,4175
1383,Loteria Texas,,3,3000,230,121
1383,Loteria Texas,,3,33000,31,18
1383,Loteria Texas,,3,TOTAL,3861937,2024218
1384,Mardi Gras,,1,1,1516004,918711
1384,Mardi Gras,,1,2,758038,479919
1384,Mardi Gras,,1,5,151666,100200
1384,Mardi Gras,,1,10,75789,50805
1384,Mardi Gras,,1,20,37892,25780
1384,Mardi Gras,,1,40,29614,20318
1384,Mardi Gras,,1,100,2367,1627
1384,Mardi Gras,,1,1000,95,62
1384,Mardi Gras,,1,TOTAL,2571465,1597422
1385,Chocolate,,5,5,657390,485639
1385,Chocolate,,5,10,862665,656768
1385,Chocolate,,5,20,164337,126078
1385,Chocolate,,5,50,74882,58293
1385,Chocolate,,5,100,10309,8043
1385,Chocolate,,5,500,721,561
1385,Chocolate,,5,1000,166,121
1385,Chocolate,,5,50000,9,5
1385,Chocolate,,5,TOTAL,1770479,1335508
1388,3 Times Lucky,,3,3,330268,239366
1388,3 Times Lucky,,3,6,454033,331813
1388,3 Times Lucky,,3,9,134142,98950
1388,3 Times Lucky,,3,15,31009,23306
1388,3 Times Lucky,,3,18,51628,38359
1388,3 Times Lucky,,3,24,41236,31082
1388,3 Times Lucky,,3,30,41279,31108
1388,3 Times Lucky,,3,60,12943,9748
1388,3 Times Lucky,,3,90,5594,4239
1388,3 Times Lucky,,3,300,649,482
1388,3 Times Lucky,,3,3000,15,10
1388,3 Times Lucky,,3,30000,5,4
1388,3 Times Lucky,,3,TOTAL,1102801,808467
1389,Find the 9's,,1,1,4297713,1661505
1389,Find the 9's,,1,2,2660682,1056130
1389,Find the 9's,,1,3,818286,328324
1389,Find the 9's,,1,9,307056,124681
1389,Find the 9's,,1,19,69514,29062
1389,Find the 9's,,1,49,15383,6371
1389,Find the 9's,,1,99,3832,1656
1389,Find the 9's,,1,199,1912,773
1389,Find the 9's,,1,3000,261,110
1389,Find the 9's,,1,TOTAL,8174639,3208612
1393,Spades,,1,1,1244777,418394
1393,Spades,,1,2,345704,122726
1393,Spades,,1,3,345884,126070
1393,Spades,,1,5,138368,52060
1393,Spades,,1,10,51911,20040
1393,Spades,,1,15,34535,13348
1393,Spades,,1,30,34579,13775
1393,Spades,,1,45,4328,1737
1393,Spades,,1,100,724,281
1393,Spades,,1,1000,216,73
1393,Spades,,1,TOTAL,2201026,768504
1395,Spin 3,,2,2,491384,114946
1395,Spin 3,,2,4,589448,143176
1395,Spin 3,,2,5,147404,36130
1395,Spin 3,,2,10,73660,18679
1395,Spin 3,,2,20,49158,12613
1395,Spin 3,,2,50,25844,6725
1395,Spin 3,,2,200,2552,707
1395,Spin 3,,2,1000,79,11
1395,Spin 3,,2,30000,10,3
1395,Spin 3,,2,TOTAL,1379539,332990
1396,Emerald 7's,,5,5,738371,222941
1396,Emerald 7's,,5,10,820383,254780
1396,Emerald 7's,,5,20,123092,38947
1396,Emerald 7's,,5,25,76935,24438
1396,Emerald 7's,,5,50,51272,16343
1396,Emerald 7's,,5,100,11289,3586
1396,Emerald 7's,,5,500,619,207
1396,Emerald 7's,,5,2000,82,21
1396,Emerald 7's,,5,77777,6,1
1396,Emerald 7's,,5,TOTAL,1822049,561264
1397,Lucky 7's,,1,1,1037120,15
1397,Lucky 7's,,1,2,691355,10
1397,Lucky 7's,,1,4,276552,4
1397,Lucky 7's,,1,5,103570,
1397,Lucky 7's,,1,10,51857,1
1397,Lucky 7's,,1,20,51886,1
1397,Lucky 7's,,1,50,9342,1
1397,Lucky 7's,,1,100,428,
1397,Lucky 7's,,1,200,131,
1397,Lucky 7's,,1,1000,87,
1397,Lucky 7's,,1,TOTAL,2222328,32
1398,Cash Farmer,,5,5,492158,6
1398,Cash Farmer,,5,10,573951,7
1398,Cash Farmer,,5,15,246009,3
1398,Cash Farmer,,5,20,164006,2
1398,Cash Farmer,,5,50,72117,
1398,Cash Farmer,,5,100,12824,
1398,Cash Farmer,,5,500,826,
1398,Cash Farmer,,5,2000,68,
1398,Cash Farmer,,5,50000,6,
1398,Cash Farmer,,5,TOTAL,1561965,18
1401,Texas Lottery Black-Series IV-Limited Edition,,10,10,1730196,203008
1401,Texas Lottery Black-Series IV-Limited Edition,,10,20,1730084,206547
1401,Texas Lottery Black-Series IV-Limited Edition,,10,50,185447,22484
1401,Texas Lottery Black-Series IV-Limited Edition,,10,100,82395,9880
1401,Texas Lottery Black-Series IV-Limited Edition,,10,200,18567,2256
1401,Texas Lottery Black-Series IV-Limited Edition,,10,500,8894,1035
1401,Texas Lottery Black-Series IV-Limited Edition,,10,1000,831,92
1401,Texas Lottery Black-Series IV-Limited Edition,,10,5000,210,26
1401,Texas Lottery Black-Series IV-Limited Edition,,10,10000,32,5
1401,Texas Lottery Black-Series IV-Limited Edition,,10,1000000,9,1
1401,Texas Lottery Black-Series IV-Limited Edition,,10,TOTAL,3756665,445334
1429,Bonus Break the Bank,,5,5,1415447,221324
1429,Bonus Break the Bank,,5,10,1617165,258942
1429,Bonus Break the Bank,,5,15,555988,89854
1429,Bonus Break the Bank,,5,20,151563,24557
1429,Bonus Break the Bank,,5,50,197106,32288
1429,Bonus Break the Bank,,5,100,37925,6184
1429,Bonus Break the Bank,,5,500,2037,341
1429,Bonus Break the Bank,,5,1000,384,50
1429,Bonus Break the Bank,,5,7500,40,4
1429,Bonus Break the Bank,,5,75000,21,2
1429,Bonus Break the Bank,,5,TOTAL,3977676,633546
1431,$100000 Riches,,5,5,573491,223169
1431,$100000 Riches,,5,10,656335,258834
1431,$100000 Riches,,5,15,245445,97609
1431,$100000 Riches,,5,20,81953,33177
1431,$100000 Riches,,5,50,17978,7424
1431,$100000 Riches,,5,100,24505,10033
1431,$100000 Riches,,5,500,3860,1573
1431,$100000 Riches,,5,2000,134,54
1431,$100000 Riches,,5,100000,6,1
1431,$100000 Riches,,5,TOTAL,1603707,631874
1433,$200 Million Cash Spectacular,,10,10,3456041,290762
1433,$200 Million Cash Spectacular,,10,15,1151958,97085
1433,$200 Million Cash Spectacular,,10,20,2015843,172731
1433,$200 Million Cash Spectacular,,10,30,575979,50174
1433,$200 Million Cash Spectacular,,10,40,260603,22666
1433,$200 Million Cash Spectacular,,10,100,575979,50088
1433,$200 Million Cash Spectacular,,10,200,28761,2524
1433,$200 Million Cash Spectacular,,10,400,18746,1647
1433,$200 Million Cash Spectacular,,10,1000,3146,234
1433,$200 Million Cash Spectacular,,10,10000,230,17
1433,$200 Million Cash Spectacular,,10,100000,10,1
1433,$200 Million Cash Spectacular,,10,1000000,10,1
1433,$200 Million Cash Spectacular,,10,TOTAL,8087306,687930
1434,Break the Bank,,2,2,4996962,372845
1434,Break the Bank,,2,4,2957277,229266
1434,Break the Bank,,2,6,815916,64908
1434,Break the Bank,,2,8,203835,16321
1434,Break the Bank,,2,10,509871,41056
1434,Break the Bank,,2,12,611940,49647
1434,Break the Bank,,2,20,306036,24885
1434,Break the Bank,,2,50,189053,15498
1434,Break the Bank,,2,200,35469,2891
1434,Break the Bank,,2,1000,1077,75
1434,Break the Bank,,2,3000,266,24
1434,Break the Bank,,2,30000,34,4
1434,Break the Bank,,2,TOTAL,10627736,817420
1437,Monthly Bonus,,5,5,2053939,106129
1437,Monthly Bonus,,5,10,1129484,60535
1437,Monthly Bonus,,5,20,410830,22387
1437,Monthly Bonus,,5,25,102677,5755
1437,Monthly Bonus,,5,50,205385,11295
1437,Monthly Bonus,,5,100,4869,259
1437,Monthly Bonus,,5,1000,827,26
1437,Monthly Bonus,,5,20000,21,1
1437,Monthly Bonus,,5,$10000/month,4,
1437,Monthly Bonus,,5,TOTAL,3908036,206387
