Scratch-Off Prizes as of 03/14/2012
Game Number, Game Name, Game Close Date, Ticket Price, Prize Level, Total Prizes in Level, Prizes Claimed
1371,"Holiday Gold","05/02/2012",2,"3","632687","556683"
1371,"Holiday Gold","05/02/2012",2,"4","230190","203964"
1371,"Holiday Gold","05/02/2012",2,"5","114947","102753"
1371,"Holiday Gold","05/02/2012",2,"10","14411","12826"
1371,"Holiday Gold","05/02/2012",2,"15","28717","25800"
1371,"Holiday Gold","05/02/2012",2,"20","57517","51670"
1371,"Holiday Gold","05/02/2012",2,"40","19508","17796"
1371,"Holiday Gold","05/02/2012",2,"50","18550","16877"
1371,"Holiday Gold","05/02/2012",2,"100","6281","5628"
1371,"Holiday Gold","05/02/2012",2,"200","1207","1066"
1371,"Holiday Gold","05/02/2012",2,"500","593","511"
1371,"Holiday Gold","05/02/2012",2,"1000","59","50"
1371,"Holiday Gold","05/02/2012",2,"20000","7","6"
1371,"Holiday Gold","05/02/2012",2,TOTAL,"1699970","1500917"
1372,"Cash Blast","",5,"5","904725","668366"
1372,"Cash Blast","",5,"10","411147","306557"
1372,"Cash Blast","",5,"15","246717","188003"
1372,"Cash Blast","",5,"20","164478","124989"
1372,"Cash Blast","",5,"50","64380","49757"
1372,"Cash Blast","",5,"100","11790","9012"
1372,"Cash Blast","",5,"500","1044","813"
1372,"Cash Blast","",5,"2000","62","42"
1372,"Cash Blast","",5,"50000","6","4"
1372,"Cash Blast","",5,TOTAL,"1804349","1347543"
1373,"Season's Greetings","05/02/2012",10,"10","580401","510320"
1373,"Season's Greetings","05/02/2012",10,"20","497872","443615"
1373,"Season's Greetings","05/02/2012",10,"50","124417","111874"
1373,"Season's Greetings","05/02/2012",10,"100","31167","27763"
1373,"Season's Greetings","05/02/2012",10,"500","4655","4246"
1373,"Season's Greetings","05/02/2012",10,"1000","282","249"
1373,"Season's Greetings","05/02/2012",10,"5000","16","14"
1373,"Season's Greetings","05/02/2012",10,"250000","5","3"
1373,"Season's Greetings","05/02/2012",10,TOTAL,"1238815","1098084"
1374,"Armadillo Cash","05/02/2012",1,"1","1037811","887831"
1374,"Armadillo Cash","05/02/2012",1,"2","691797","599670"
1374,"Armadillo Cash","05/02/2012",1,"4","276732","244767"
1374,"Armadillo Cash","05/02/2012",1,"5","103711","93118"
1374,"Armadillo Cash","05/02/2012",1,"10","51862","46578"
1374,"Armadillo Cash","05/02/2012",1,"20","34620","30763"
1374,"Armadillo Cash","05/02/2012",1,"50","17344","15464"
1374,"Armadillo Cash","05/02/2012",1,"100","171","150"
1374,"Armadillo Cash","05/02/2012",1,"200","129","102"
1374,"Armadillo Cash","05/02/2012",1,"3000","41","34"
1374,"Armadillo Cash","05/02/2012",1,TOTAL,"2214218","1918477"
1376,"Elvis","",2,"2","907802","613792"
1376,"Elvis","",2,"4","648430","452965"
1376,"Elvis","",2,"5","97191","67804"
1376,"Elvis","",2,"10","113568","81879"
1376,"Elvis","",2,"20","64815","46690"
1376,"Elvis","",2,"50","26694","19620"
1376,"Elvis","",2,"100","7588","5536"
1376,"Elvis","",2,"1000","55","41"
1376,"Elvis","",2,"20000","8","6"
1376,"Elvis","",2,TOTAL,"1866151","1288333"
1377,"$100,000 Extreme Cash","",5,"5","675948","488777"
1377,"$100,000 Extreme Cash","",5,"10","1013880","739576"
1377,"$100,000 Extreme Cash","",5,"20","193122","142237"
1377,"$100,000 Extreme Cash","",5,"50","86821","64387"
1377,"$100,000 Extreme Cash","",5,"100","15097","11154"
1377,"$100,000 Extreme Cash","",5,"500","1082","793"
1377,"$100,000 Extreme Cash","",5,"1000","133","98"
1377,"$100,000 Extreme Cash","",5,"100000","7","4"
1377,"$100,000 Extreme Cash","",5,TOTAL,"1986090","1447026"
1378,"Instant Cash Five","",1,"Cash Five&reg; Quick Pick","1728950","1405378"
1378,"Instant Cash Five","",1,"1","968241","795631"
1378,"Instant Cash Five","",1,"2","899137","758061"
1378,"Instant Cash Five","",1,"4","138258","118875"
1378,"Instant Cash Five","",1,"5","103739","88632"
1378,"Instant Cash Five","",1,"10","69158","59758"
1378,"Instant Cash Five","",1,"25","34567","30378"
1378,"Instant Cash Five","",1,"50","6219","5339"
1378,"Instant Cash Five","",1,"100","2603","2262"
1378,"Instant Cash Five","",1,"3000","87","77"
1378,"Instant Cash Five","",1,TOTAL,"3950959","3264391"
1379,"Gold Class","",1,"1","1363094","999806"
1379,"Gold Class","",1,"2","795284","607388"
1379,"Gold Class","",1,"4","284052","223527"
1379,"Gold Class","",1,"6","75680","60319"
1379,"Gold Class","",1,"10","75715","61117"
1379,"Gold Class","",1,"30","17313","14305"
1379,"Gold Class","",1,"50","5702","4690"
1379,"Gold Class","",1,"100","1422","1178"
1379,"Gold Class","",1,"500","477","395"
1379,"Gold Class","",1,"1000","192","153"
1379,"Gold Class","",1,"5000","28","22"
1379,"Gold Class","",1,TOTAL,"2618959","1972900"
1380,"Groovy Cash","",5,"5","164206","128887"
1380,"Groovy Cash","",5,"6","944075","747090"
1380,"Groovy Cash","",5,"9","328485","263330"
1380,"Groovy Cash","",5,"10","164206","130667"
1380,"Groovy Cash","",5,"15","164206","132579"
1380,"Groovy Cash","",5,"40","82103","66862"
1380,"Groovy Cash","",5,"50","25692","20640"
1380,"Groovy Cash","",5,"100","20535","16522"
1380,"Groovy Cash","",5,"250","620","507"
1380,"Groovy Cash","",5,"500","260","196"
1380,"Groovy Cash","",5,"750","103","82"
1380,"Groovy Cash","",5,"1000","51","41"
1380,"Groovy Cash","",5,"50000","7","6"
1380,"Groovy Cash","",5,TOTAL,"1894549","1507409"
1381,"Money Multiplier","",5,"5","739917","525779"
1381,"Money Multiplier","",5,"10","657850","471359"
1381,"Money Multiplier","",5,"20","246566","178344"
1381,"Money Multiplier","",5,"50","72330","52678"
1381,"Money Multiplier","",5,"100","12864","9325"
1381,"Money Multiplier","",5,"500","824","612"
1381,"Money Multiplier","",5,"2000","68","47"
1381,"Money Multiplier","",5,"50000","6","5"
1381,"Money Multiplier","",5,TOTAL,"1730425","1238149"
1382,"Happy Hearts Cash","",2,"2","405398","302285"
1382,"Happy Hearts Cash","",2,"4","466112","355696"
1382,"Happy Hearts Cash","",2,"5","60796","46746"
1382,"Happy Hearts Cash","",2,"10","70960","55678"
1382,"Happy Hearts Cash","",2,"20","30389","24086"
1382,"Happy Hearts Cash","",2,"50","33757","27106"
1382,"Happy Hearts Cash","",2,"100","4682","3714"
1382,"Happy Hearts Cash","",2,"1000","34","26"
1382,"Happy Hearts Cash","",2,"20000","5","4"
1382,"Happy Hearts Cash","",2,TOTAL,"1072133","815341"
1383,"Loteria Texas","",3,"3","2097070","1027240"
1383,"Loteria Texas","",3,"4","493295","242195"
1383,"Loteria Texas","",3,"7","431765","220578"
1383,"Loteria Texas","",3,"10","277580","139852"
1383,"Loteria Texas","",3,"17","246615","128133"
1383,"Loteria Texas","",3,"20","246646","125979"
1383,"Loteria Texas","",3,"30","25699","13397"
1383,"Loteria Texas","",3,"33","12863","6742"
1383,"Loteria Texas","",3,"50","12169","6327"
1383,"Loteria Texas","",3,"80","10257","5379"
1383,"Loteria Texas","",3,"300","7717","3957"
1383,"Loteria Texas","",3,"3000","230","116"
1383,"Loteria Texas","",3,"33000","31","17"
1383,"Loteria Texas","",3,TOTAL,"3861937","1919912"
1384,"Mardi Gras","",1,"1","1516004","876810"
1384,"Mardi Gras","",1,"2","758038","458075"
1384,"Mardi Gras","",1,"5","151666","95597"
1384,"Mardi Gras","",1,"10","75789","48528"
1384,"Mardi Gras","",1,"20","37892","24643"
1384,"Mardi Gras","",1,"40","29614","19387"
1384,"Mardi Gras","",1,"100","2367","1558"
1384,"Mardi Gras","",1,"1000","95","59"
1384,"Mardi Gras","",1,TOTAL,"2571465","1524657"
1385,"Chocolate","",5,"5","657390","471110"
1385,"Chocolate","",5,"10","862665","637086"
1385,"Chocolate","",5,"20","164337","122358"
1385,"Chocolate","",5,"50","74882","56515"
1385,"Chocolate","",5,"100","10309","7808"
1385,"Chocolate","",5,"500","721","548"
1385,"Chocolate","",5,"1000","166","118"
1385,"Chocolate","",5,"50000","9","5"
1385,"Chocolate","",5,TOTAL,"1770479","1295548"
1388,"3 Times Lucky","",3,"3","330268","226267"
1388,"3 Times Lucky","",3,"6","454033","313986"
1388,"3 Times Lucky","",3,"9","134142","93654"
1388,"3 Times Lucky","",3,"15","31009","22041"
1388,"3 Times Lucky","",3,"18","51628","36250"
1388,"3 Times Lucky","",3,"24","41236","29428"
1388,"3 Times Lucky","",3,"30","41279","29490"
1388,"3 Times Lucky","",3,"60","12943","9225"
1388,"3 Times Lucky","",3,"90","5594","4008"
1388,"3 Times Lucky","",3,"300","649","452"
1388,"3 Times Lucky","",3,"3000","15","9"
1388,"3 Times Lucky","",3,"30000","5","4"
1388,"3 Times Lucky","",3,TOTAL,"1102801","764814"
1389,"Find the 9's","",1,"1","4297713","1593794"
1389,"Find the 9's","",1,"2","2660682","1012553"
1389,"Find the 9's","",1,"3","818286","314978"
1389,"Find the 9's","",1,"9","307056","119577"
1389,"Find the 9's","",1,"19","69514","27895"
1389,"Find the 9's","",1,"49","15383","6104"
1389,"Find the 9's","",1,"99","3832","1585"
1389,"Find the 9's","",1,"199","1912","745"
1389,"Find the 9's","",1,"3000","261","109"
1389,"Find the 9's","",1,TOTAL,"8174639","3077340"
1393,"Spades","",1,"1","1244777","346614"
1393,"Spades","",1,"2","345704","101769"
1393,"Spades","",1,"3","345884","104817"
1393,"Spades","",1,"5","138368","43177"
1393,"Spades","",1,"10","51911","16731"
1393,"Spades","",1,"15","34535","11128"
1393,"Spades","",1,"30","34579","11555"
1393,"Spades","",1,"45","4328","1433"
1393,"Spades","",1,"100","724","237"
1393,"Spades","",1,"1000","216","66"
1393,"Spades","",1,TOTAL,"2201026","637527"
1395,"Spin 3","",2,"2","491384","80038"
1395,"Spin 3","",2,"4","589448","99508"
1395,"Spin 3","",2,"5","147404","25020"
1395,"Spin 3","",2,"10","73660","13049"
1395,"Spin 3","",2,"20","49158","8782"
1395,"Spin 3","",2,"50","25844","4706"
1395,"Spin 3","",2,"200","2552","495"
1395,"Spin 3","",2,"1000","79","8"
1395,"Spin 3","",2,"30000","10","3"
1395,"Spin 3","",2,TOTAL,"1379539","231609"
1396,"Emerald 7's","",5,"5","738371","158907"
1396,"Emerald 7's","",5,"10","820383","181700"
1396,"Emerald 7's","",5,"20","123092","27811"
1396,"Emerald 7's","",5,"25","76935","17477"
1396,"Emerald 7's","",5,"50","51272","11777"
1396,"Emerald 7's","",5,"100","11289","2516"
1396,"Emerald 7's","",5,"500","619","144"
1396,"Emerald 7's","",5,"2000","82","17"
1396,"Emerald 7's","",5,"77777","6","1"
1396,"Emerald 7's","",5,TOTAL,"1822049","400350"
1401,"Texas Lottery Black-Series IV-Limited Edition","",10,"10","1730196","188266"
1401,"Texas Lottery Black-Series IV-Limited Edition","",10,"20","1730084","191713"
1401,"Texas Lottery Black-Series IV-Limited Edition","",10,"50","185447","20837"
1401,"Texas Lottery Black-Series IV-Limited Edition","",10,"100","82395","9168"
1401,"Texas Lottery Black-Series IV-Limited Edition","",10,"200","18567","2101"
1401,"Texas Lottery Black-Series IV-Limited Edition","",10,"500","8894","957"
1401,"Texas Lottery Black-Series IV-Limited Edition","",10,"1000","831","86"
1401,"Texas Lottery Black-Series IV-Limited Edition","",10,"5000","210","25"
1401,"Texas Lottery Black-Series IV-Limited Edition","",10,"10000","32","5"
1401,"Texas Lottery Black-Series IV-Limited Edition","",10,"1000000","9","1"
1401,"Texas Lottery Black-Series IV-Limited Edition","",10,TOTAL,"3756665","413159"
1429,"Bonus Break the Bank","",5,"5","1415447","206554"
1429,"Bonus Break the Bank","",5,"10","1617165","241622"
1429,"Bonus Break the Bank","",5,"15","555988","83913"
1429,"Bonus Break the Bank","",5,"20","151563","22933"
1429,"Bonus Break the Bank","",5,"50","197106","30071"
1429,"Bonus Break the Bank","",5,"100","37925","5742"
1429,"Bonus Break the Bank","",5,"500","2037","317"
1429,"Bonus Break the Bank","",5,"1000","384","49"
1429,"Bonus Break the Bank","",5,"7500","40","4"
1429,"Bonus Break the Bank","",5,"75000","21","2"
1429,"Bonus Break the Bank","",5,TOTAL,"3977676","591207"
1431,"$100,000 Riches","",5,"5","573491","200388"
1431,"$100,000 Riches","",5,"10","656335","232409"
1431,"$100,000 Riches","",5,"15","245445","87691"
1431,"$100,000 Riches","",5,"20","81953","29845"
1431,"$100,000 Riches","",5,"50","17978","6674"
1431,"$100,000 Riches","",5,"100","24505","9029"
1431,"$100,000 Riches","",5,"500","3860","1382"
1431,"$100,000 Riches","",5,"2000","134","50"
1431,"$100,000 Riches","",5,"100000","6","1"
1431,"$100,000 Riches","",5,TOTAL,"1603707","567469"
1433,"$200 Million Cash Spectacular","",10,"10","3456041","261256"
1433,"$200 Million Cash Spectacular","",10,"15","1151958","87167"
1433,"$200 Million Cash Spectacular","",10,"20","2015843","155507"
1433,"$200 Million Cash Spectacular","",10,"30","575979","45100"
1433,"$200 Million Cash Spectacular","",10,"40","260603","20294"
1433,"$200 Million Cash Spectacular","",10,"100","575979","44967"
1433,"$200 Million Cash Spectacular","",10,"200","28761","2271"
1433,"$200 Million Cash Spectacular","",10,"400","18746","1468"
1433,"$200 Million Cash Spectacular","",10,"1000","3146","214"
1433,"$200 Million Cash Spectacular","",10,"10000","230","17"
1433,"$200 Million Cash Spectacular","",10,"100000","10","1"
1433,"$200 Million Cash Spectacular","",10,"1000000","10","1"
1433,"$200 Million Cash Spectacular","",10,TOTAL,"8087306","618263"
1434,"Break the Bank","",2,"2","4996962","337202"
1434,"Break the Bank","",2,"4","2957277","207383"
1434,"Break the Bank","",2,"6","815916","58701"
1434,"Break the Bank","",2,"8","203835","14805"
1434,"Break the Bank","",2,"10","509871","37120"
1434,"Break the Bank","",2,"12","611940","44928"
1434,"Break the Bank","",2,"20","306036","22560"
1434,"Break the Bank","",2,"50","189053","14010"
1434,"Break the Bank","",2,"200","35469","2605"
1434,"Break the Bank","",2,"1000","1077","68"
1434,"Break the Bank","",2,"3000","266","23"
1434,"Break the Bank","",2,"30000","34","4"
1434,"Break the Bank","",2,TOTAL,"10627736","739409"
1437,"Monthly Bonus","",5,"5","2053939","69790"
1437,"Monthly Bonus","",5,"10","1129484","39839"
1437,"Monthly Bonus","",5,"20","410830","14668"
1437,"Monthly Bonus","",5,"25","102677","3738"
1437,"Monthly Bonus","",5,"50","205385","7412"
1437,"Monthly Bonus","",5,"100","4869","170"
1437,"Monthly Bonus","",5,"1000","827","18"
1437,"Monthly Bonus","",5,"20000","21","1"
1437,"Monthly Bonus","",5,"$10,000/month**","4",""
1437,"Monthly Bonus","",5,TOTAL,"3908036","135636"
